,Unnamed: 0,BHSsort,〔KJVverseID｜book｜chapter｜verse〕,BHSA,extendedStrongNumber,Root
11784,85784,85785,〔4481｜4｜25｜9〕,<H>מַּגֵּפָ֑ה<h><H> <h>,4046,נגפ
24562,193707,193708,〔9485｜11｜22｜4〕,<H>מִּלְחָמָ֖ה<h><H> <h>,4421,לחמ
33467,261608,261609,〔20154｜24｜49｜26〕,<H>מִּלְחָמָ֤ה<h><H> <h>,4421,לחמ
9711,70410,70411,〔3658｜4｜1｜53〕,<H>מִשְׁכַּ֥ן<h><H> <h>,4908,שׁכנ
8607,63113,63114,〔3241｜3｜17｜5〕,<H>מֹועֵ֖ד<h><H> <h>,4150,יעד
32040,249259,249260,〔19627｜24｜28｜8〕,<H>מַמְלָכֹ֣ות<h><H> <h>,4467,מלכ
28985,226800,226801,〔18498｜23｜42｜17〕,<H>מַסֵּכָ֖ה<h><H> <h>,4541,נסכ
48199,350958,350959,〔16835｜20｜15｜27〕,<H>מַתָּנֹ֣ת<h><H> <h>,4979,נתנ
8781,64274,64275,〔3312｜3｜19｜30〕,<H>מִקְדָּשִׁ֖י<h><H> <h>,4720,קדשׁ
5724,45211,45212,〔2367｜2｜29｜30〕,<H>מֹועֵ֖ד<h><H> <h>,4150,יעד
55365,394824,394825,〔10529｜13｜6｜74〕,<H>מִגְרָשֶֽׁיהָ<h><H>׃ <h>,4054,גרשׁ
44461,329248,329249,〔15681｜19｜106｜29〕,<H>מַגֵּפָֽה<h><H>׃ <h>,4046,נגפ
56115,401702,401703,〔10931｜13｜20｜4〕,<H>מִלְחָמָ֛ה<h><H> <h>,4421,לחמ
22386,176072,176073,〔8718｜10｜24｜25〕,<H>מַּגֵּפָ֖ה<h><H> <h>,4046,נגפ
52573,374556,374557,〔21935｜27｜7｜1〕,<H>מִשְׁכְּבֵ֑הּ<h><H> <h>,4903,שׁכב
58322,418535,418536,〔11691｜14｜24｜13〕,<H>מַתְכֻּנְתֹּ֖ו<h><H> <h>,4971,תכל
34377,267611,267612,〔20605｜26｜7｜27〕,<H>מִשְׁפְּטֵיהֶ֣ם<h><H> <h>,4941,שׁפט
25975,206325,206326,〔10017｜12｜17｜33〕,<H>מִשְׁפַּט֙<h><H> <h>,4941,שׁפט
15687,116217,116218,〔5982｜6｜7｜5〕,<H>מֹּורָ֑ד<h><H> <h>,4174,ירד
31021,240840,240841,〔19251｜24｜12｜1〕,<H>מִשְׁפָּטִים֙<h><H> <h>,4941,שׁפט
43293,322782,322783,〔15050｜19｜74｜1〕,<H>מַשְׂכִּ֗יל<h><H> <h>,4905,שׂכל
8714,63863,63864,〔3286｜3｜19｜4〕,<H>מַסֵּכָ֔ה<h><H> <h>,4541,נסכ
48664,353405,353406,〔17086｜20｜24｜6〕,<H>מִלְחָמָ֑ה<h><H> <h>,4421,לחמ
6590,50581,50582,〔2642｜2｜38｜8〕,<H>מֹועֵֽד<h><H>׃ ס <h>,4150,יעד
22734,179074,179075,〔8845｜11｜3｜28〕,<H>מִשְׁפָּֽט<h><H>׃ ס <h>,4941,שׁפט
29826,232411,232412,〔18812｜23｜59｜11〕,<H>מִּשְׁפָּט֙<h><H> <h>,4941,שׁפט
48282,351330,351331,〔16874｜20｜16｜33〕,<H>מִשְׁפָּטֹֽו<h><H>׃ <h>,4941,שׁפט
5832,45868,45869,〔2403｜2｜30｜20〕,<H>מֹועֵ֛ד<h><H> <h>,4150,יעד
29235,228588,228589,〔18605｜23｜47｜5〕,<H>מַמְלָכֹֽות<h><H>׃ <h>,4467,מלכ
11801,85929,85930,〔4490｜4｜25｜18〕,<H>מַּגֵּפָ֖ה<h><H> <h>,4046,נגפ
16658,125042,125043,〔6417｜6｜21｜35〕,<H>מִגְרָשֶׁ֔הָ<h><H> <h>,4054,גרשׁ
16082,119873,119874,〔6126｜6｜11｜18〕,<H>מִלְחָמָֽה<h><H>׃ <h>,4421,לחמ
33618,262592,262593,〔20207｜24｜50｜40〕,<H>מַהְפֵּכַ֨ת<h><H> <h>,4114,הפכ
24900,196830,196831,〔9621｜12｜4｜17〕,<H>מֹּועֵ֤ד<h><H> <h>,4150,יעד
47019,344470,344471,〔13696｜18｜34｜12〕,<H>מִשְׁפָּֽט<h><H>׃ <h>,4941,שׁפט
27157,215224,215225,〔17835｜23｜9｜5〕,<H>מַאֲכֹ֥לֶת<h><H> <h>,3980,אכל
16641,124911,124912,〔6409｜6｜21｜27〕,<H>מִגְרָשֶׁ֔הָ<h><H> <h>,4054,גרשׁ
54755,388047,388048,〔12525｜16｜9｜13〕,<H>מִשְׁפָּטִ֤ים<h><H> <h>,4941,שׁפט
45962,337978,337979,〔13022｜18｜7｜13〕,<H>מִשְׁכָּבִֽי<h><H>׃ <h>,4904,שׁכב
18373,140353,140354,〔7077｜7｜20｜22〕,<H>מִלְחָמָ֔ה<h><H> <h>,4421,לחמ
12443,90391,90392,〔4746｜4｜32｜27〕,<H>מִּלְחָמָ֑ה<h><H> <h>,4421,לחמ
32557,253665,253666,〔19822｜24｜34｜20〕,<H>מַֽאֲכָ֔ל<h><H> <h>,3978,אכל
29691,231679,231680,〔18774｜23｜57｜8〕,<H>מִשְׁכָּבָ֖ם<h><H> <h>,4904,שׁכב
21754,171219,171220,〔8485｜10｜18｜6〕,<H>מִּלְחָמָ֖ה<h><H> <h>,4421,לחמ
36209,279124,279125,〔21198｜26｜29｜14〕,<H>מַמְלָכָ֥ה<h><H> <h>,4467,מלכ
28911,226244,226245,〔18464｜23｜41｜12〕,<H>מִלְחַמְתֶּֽךָ<h><H>׃ <h>,4421,לחמ
11259,81547,81548,〔4269｜4｜18｜11〕,<H>מַתָּנָ֗ם<h><H> <h>,4976,נתנ
10699,76372,76373,〔3998｜4｜10｜9〕,<H>מִלְחָמָ֜ה<h><H> <h>,4421,לחמ
12820,94058,94059,〔4955｜5｜2｜16〕,<H>מִּלְחָמָ֛ה<h><H> <h>,4421,לחמ
9878,71815,71816,〔3747｜4｜4｜3〕,<H>מֹועֵֽד<h><H>׃ <h>,4150,יעד
16637,124867,124868,〔6407｜6｜21｜25〕,<H>מִגְרָשֶׁ֔הָ<h><H> <h>,4054,גרשׁ
9974,72397,72398,〔3775｜4｜4｜31〕,<H>מֹועֵ֑ד<h><H> <h>,4150,יעד
51598,371116,371117,〔21787｜27｜2｜28〕,<H>מִשְׁכְּבָ֖ךְ<h><H> <h>,4903,שׁכב
30809,239340,239341,〔19173｜24｜8｜19〕,<H>מַרְחַקִּ֔ים<h><H> <h>,4801,רחק
7013,52450,52451,〔2743｜2｜40｜35〕,<H>מֹועֵ֔ד<h><H> <h>,4150,יעד
57461,411106,411107,〔11369｜14｜9｜4〕,<H>מַאֲכַ֣ל<h><H> <h>,3978,אכל
57916,414819,414820,〔11537｜14｜17｜13〕,<H>מִלְחָמָ֛ה<h><H> <h>,4421,לחמ
20661,161687,161688,〔8083｜10｜3｜1〕,<H>מִּלְחָמָה֙<h><H> <h>,4421,לחמ
12374,89770,89771,〔4714｜4｜31｜49〕,<H>מִּלְחָמָ֖ה<h><H> <h>,4421,לחמ
4005,33315,33316,〔1757｜2｜9｜14〕,<H>מַגֵּפֹתַי֙<h><H> <h>,4046,נגפ
28981,226771,226772,〔18497｜23｜42｜16〕,<H>מַחְשָׁ֨ךְ<h><H> <h>,4285,חשׁכ
39120,296616,296617,〔22431｜30｜5｜7〕,<H>מִשְׁפָּ֑ט<h><H> <h>,4941,שׁפט
34599,269050,269051,〔20668｜26｜11｜12〕,<H>מִשְׁפָּטַ֖י<h><H> <h>,4941,שׁפט
44801,331413,331414,〔15912｜19｜119｜13〕,<H>מִשְׁפְּטֵי<h><H>־<h>,4941,שׁפט
30798,239295,239296,〔19170｜24｜8｜16〕,<H>מִצְהֲלֹ֣ות<h><H> <h>,4684,צהל
10367,74540,74541,〔3894｜4｜7｜43〕,<H>מִזְרָ֤ק<h><H> <h>,4219,זרק
36639,281924,281925,〔21333｜26｜34｜19〕,<H>מִרְמַ֤ס<h><H> <h>,4823,רמס
27742,218868,218869,〔18046｜23｜21｜10〕,<H>מְדֻשָׁתִ֖י<h><H> <h>,4098,דושׁ דישׁ
45613,335723,335724,〔16371｜19｜147｜19〕,<H>מִשְׁפָּטָ֗יו<h><H> <h>,4941,שׁפט
4243,35220,35221,〔1840｜2｜12｜23〕,<H>מַּשְׁקֹ֔וף<h><H> <h>,4947,שׁקפ
4874,40671,40672,〔2119｜2｜22｜5〕,<H>מֵיטַ֥ב<h><H> <h>,4315,יטב
30638,238042,238043,〔19111｜24｜6｜21〕,<H>מִכְשֹׁלִ֑ים<h><H> <h>,4383,כשׁל
14048,103168,103169,〔5374｜5｜17｜9〕,<H>מִּשְׁפָּֽט<h><H>׃ <h>,4941,שׁפט
12731,93152,93153,〔4910｜5｜1｜17〕,<H>מִּשְׁפָּ֖ט<h><H> <h>,4941,שׁפט
43654,324630,324631,〔15222｜19｜81｜4〕,<H>מִ֝שְׁפָּ֗ט<h><H> <h>,4941,שׁפט
